,name,text,artist,style
0,Tampa de Danone,"Nos diferencia pela pegada
Aquele cabelinho pertinho da nuca
Puxa, que ela fica instigada né
Que ela fica instigada, puxa

No calor do momento
Ela tava afobada, calma

Só vou botar quando tiver molhada
Só vou botar quando tiver molhada
Só vou botar quando tiver molhada

Porque tem umas partes das mulheres
Igualzinho uma tampa de Danone
Primeiro você lambe
Depois você come
Primeiro você lambe
Depois você come

Pincela, de baixo para cima
De cima para baixo
Deixa ela ofegante
Pincela, de baixo para cima
De cima para baixo
Deixa ela ofegante

Primeiro você lambe
Depois você come

Aprendeu?",mc-th,funk_carioca
0,Se um dia babar,"Eu fico triste quando vejo elas brigando
to boladão pararam até de se falar
tão me culpando, me chamando de safado
só por que eu comi as duas e prometi namorar
laia laia laia laia laia
laia laia laia laia laia

nós pega nós empurra
deixa essas porra maluca
e se um dia babar
deixa a porrada estancar

Eu fico triste quando vejo elas brigando
to boladão pararam até de se falar
tão me culpando, me chamando de safado
só por que eu comi as duas e prometi namorar
laia laia laia laia laia
laia laia laia laia laia",mc-th,funk_carioca
0,Rei Delas,"Nós que é vida louca
Os tralha cheio de pepeca
Pra mamãe é th, pras malandras, rei delas

Pra mamãe th, pras malandras rei delas
Pra mamãe th, pras malandras rei delas
Nós que catuva nós que força nós que ferra a vida delas
Pra mamãe th, pras malandras rei delas
Pra mamãe th, pras malandras rei delas
Marrento bem cheiroso, gostosim pra elas
Pra mamãe th, pras malandras rei delas
Pra mamãe th, pras malandras rei delas
Esses moleques tão famoso nas favelas",mc-th,funk_carioca
0,Tudo começa na vodka,"Só pra dar um clima
Só pra dar um clima
Vai Dj, vai... Solta a putaria!
Aquela cena né... Eu deitado, ela com tesão bolado
Fazendo tudo o que nóis gosta
Vai devagar sua gostosa, devagarinho que nóis gosta
As mina toda tão foda, ta muito louca de droga
Fazendo tudo o que nóis gosta
Vai devagar sua gostosa, devagarinho que nóis gosta
As mina toda tão foda, ta muito louca de droga
Vai devagar sua gostosa, devagarinho que nóis gosta
Ta muito louca de droga, ta muito louca de droga
O quem falou que ela não dá?
Quem falou que ela não chupa?
Deixa ela começar embrasar
Pra vê se eu não como essa mina maluca
Quem falou que ela não dá?
Quem falou que ela não chupa?
Deixa ela começar embrasar
Pra vê se eu não como essa mina maluca
Porque ela chegou careta, deu papo na amiga
Que o bagulho é sério
Tudo começa na vodka, depois termina no sexo
Tudo começa na vodka, depois termina no sexo
Tudo começa na vodka, depois termina no sexo",mc-th,funk_carioca
0,Clima Quente,"Tô ligado legal que ela é fã da Anita
Sou pique Mr. Catra
Ela estuda direito
Eu só pratico as coisas erradas
Que combinação caliente
Essa da gente
Ninguém entende
É diferente

O jeito que eu coloco
O jeito que você geme
O jeito que ela senta
Sempre me surpreende
As vezes ela senta de costas
As vezes ela senta de frente
Nossa que mina gostosa
Olha só como ela prende

E senta bem devagarinho
Pro clima ficar mais quente

As vezes ela senta de costas
As vezes ela senta de frente
Nossa que mina gostosa
Olha só como ela prende

E senta bem devagarinho
Pro clima ficar mais quente

Vem devagar
Bem saliente",mc-th,funk_carioca
0,Combinação perfeita,"Naquele pique
Só coro brabo
Me chamam de proibido porque eu vicio rápido
Combinação perfeita é sexo, cerveja e maconha
As novinha viciou, tá tudo curtindo a onda

Bagulho alto é nós dois no ar condicionado
Eu viajando em tu e só fazendo o que eu falo

Vai em baixo
Em cima
De quatro

Parou

Vai em baixo
Em cima
De quatro",mc-th,funk_carioca
0,Apaga a Luz e Toma,"Oh, pode ficar bolado e puto
Yuri Martins lançou na frente de todo mundo
Só lanço o que as piranha quer ouvir né
E aí ""bonde ouro""
Dá o play aí pra molhar a calcinha

No escurinho você se solta, no claro tá com vergonha
Apaga a luz e toma, apaga a luz e toma
Toma, toma
(Refrão

Merece camisa 10, as novinha do baile sentando dá aula
O ""bonde ouro"" tá tocando, comanda de ponta a ponta

Se tiver a buceta solteira no baile dá um grito, perde essa vergonha
Toma que toma, toma

Apaga a luz e toma, apaga a luz e toma

A brisa subiu, o tesão também, nós tá na onda
Ô, exclusiva! Dá o play aí",mc-th,funk_carioca
0,Mamadeira Tá Cheia,"Dia de semana e tenso pra tu vir com essas besteira
pega a visão fim de semana e safadeza
Aproveita que a mamadeira tá cheia
Aproveita que a mamadeira tá cheia

Brotou na favela vai pro mal com a tropa inteira
Aproveita que a mamadeira tá cheia
A tropa viu tô na máxima os cria pensou besteira
Os amigos que é envolvido falou falou

Vai fazer mal com a tropa inteira
Aproveita que a mamadeira tá cheia
Aproveita que a mamadeira tá cheia
Aproveita que a mamadeira tá cheia

Deixa ela pensar que o Dj ele é bobim
Deixa ela pensar que o Th é mulequim
Deixa ela pensar que os cria, eles são bobim

Mais vai gamar quando ele passar bem devagarim
Mais vai gamar quando ele passar bem devagarim

Deixa ela pensar que o Dj ele é bobim
Deixa ela pensar que o Th é mulequim
Deixa ela pensar que os cria, eles são bobim

Mais vai gamar quando ele passar bem devagarim
Mais vai gamar quando ele passar bem devagarim",mc-th,funk_carioca
0,Vou Deixar Um Filho Lá,"Me chamaram de neymar do sexo
Tá ruim de aturar, se eu for pra pista hoje é certo
Tem várias querendo dará
Elas não sabem o problema que o pai pode causar

Se eu brotar lá no 2 vou deixar um filho lá
Se eu brotar no jg vou deixar um filho lá
Se eu brotar lá na vila vou deixar um filho lá
Se eu brotar lá no parque vou deixar um filho lá
Galudão tipo Catra várias vai engravidar

Se eu brotar lá no 2 vou deixar um filho lá
Se eu brotar no jg vou deixar um filho lá
Se eu brotar lá na vila vou deixar um filho lá
Se eu brotar lá no parque vou deixar um filho lá
Galudão tipo Catra várias vai engravidar

Me chamaram de Neymar do sexo
Tá ruim de aturar, se eu for pra pista hoje é certo
Tem várias querendo dar
Elas não sabem o problema que o pai pode causar

Se eu brotar lá no 2 vou deixar um filho lá
Se eu brotar no jg vou deixar um filho lá
Se eu brotar lá na vila vou deixar um filho lá
Se eu brotar lá no parque vou deixar um filho lá
Galudão tipo Catra várias vai engravidar

Se eu brotar lá no 2 vou deixar um filho lá
Se eu brotar no jg vou deixar um filho lá
Se eu brotar lá na vila vou deixar um filho lá
Se eu brotar lá no parque vou deixar um filho lá
Galudão tipo Catra várias vai engravidar",mc-th,funk_carioca
0,Pedro Fumê,"Pedro fumê, rolando vários beck
Som no último volume, escutando filipe ret
Do jeito que ela gosta, hoje eu tô marrento demais
Os menor é sagaz elas que te satisfaz

Várias danadinha no contatinho do pai

Faz ela sentir prazer. da linguada que ela se contrai!
O macete é tu deixar com gostinho de quero mais

Várias danadinha no contatinho do pai

Dei um lance nela ontem, e hoje ligou querendo mais

Várias danadinha no contatinho do pai

Faz ela sentir prazer. da linguada que ela se contrai!
O macete é tu deixar com gostinho de quero mais

Várias danadinha no contatinho do pai

Dei um lance nela ontem, e hoje ligou querendo mais

Várias danadinha no contatinho do pai",mc-th,funk_carioca
0,Tô Com o Cu Pegando Fogo,"[Valeska]
Eu já falei pro mister Catra e vou repetir gostoso
Ai Negão tô com o cu pegando fogo.
Tá pegando Fogo 2x
Ai negão tô com o cu pegando fogo
Tá pegando fogo 2x
Ai negão tô que tô pegando fogo

[Mister Catra]
Ai Valeska eu vou te dar uma mão
Vem apagar teu fogo na mangueira do negão
Vou apagar teu fogo
Vou te passar o rodo
Loira tu é gostosa com esse jeito apetitoso

[Valeska]
Hoje eu tô cheia de tesão
Passei meu perfume pra te excitar
Botei a calcinha enterrada no cu
Raspei a xereca pra você chupar

Eu já falei pro mister Catra e vou repetir gostoso
Ai Negão tô com o cu pegando fogo.
Tá pegando Fogo 2x
Ai negão tô com o cu pegando fogo
Tá pegando fogo 2x
Ai negão tô que tô pegando fogo

[Mister Catra]
Ai Valeska eu vou te dar uma mão
Vem apagar teu fogo na mangueira do negão
Vou apagar teu fogo
Vou te passar o rodo
Loira tu é gostosa com esse jeito apetitoso

[Valeska]
Hoje eu tô cheia de tesão
Passei meu perfume pra te excitar
Botei a calcinha enterrada no cu
Raspei a xereca pra você chupar",gaiola-das-popozudas,funk_carioca
0,Agora Sou Solteira,"Eu vou pro baile, eu vou pro baile, de sainha 
Agora eu sou solteira e ninguém vai me segurar 
Daquele jeito
De, de sainha
Daquele jeito
Eu eu eu eu 

Eu vou pro baile procurar o meu negão, 
Vou subir no palco ao som do tamborzão
Sou cachorrona mesmo 
E late que eu vou passar 
Agora eu sou solteira e ninguém vai me segurar 
Dj aumenta o som
Eu já tou de sainha
De, de sainha
No local do pega pega eu esculacho tua mina
No completo, no mirante, outro no muro da esquina
Na primeira tu já cansa 
Eu não vou falar de novo
Ai que homem gostoso, vem que vem quero de novo
Ai que homem gostoso, vem que vem quero de novo
Gaiola das Popozudas agora fala pra você
Se elas brincam com a xaninha eu faço o homem
enlouquecer
Se elas brincam com a xaninha eu faço o homem
enlouquecer
De, de sainha
De, de sainha
Agora eu sou solteira e ninguém vai me segurar",gaiola-das-popozudas,funk_carioca
0,Agora Virei Puta,"Só me dava porrada
E partia pra farra
Eu ficava sozinha, esperando você
Eu gritava e chorava que nem uma maluca.
Valeu muito obrigado mas agora virei puta!

Valeu muito obrigado mas agora virei puta!
Valeu muito obrigado...

Um tapinha não dói..
Eu falo pra você...
Segura esse chifre quero ver tu se foder!
Segura esse chifre quero ver tu se foder!

Segura esse chifre quero ver tu se foder!
Segura esse chifre...

Eu lavava passava.
Eu lavava passava...
tu não dava valor.
tu não dava valor...
Agora que eu sou puta você quer falar de amor!
Agora que eu sou puta você quer falar de amor!
Agora que eu sou puta

Só me dava porrada!!!
e partia pra farra!!!
eu ficava sozinha esperando você..
eu gritava e chorrava feito uma maluca!
Valeu muito obrigado mas virei puta!
Valeu muito obrigado mas virei puta...

Valeu muito obrigado mas agora virei puta!
Valeu muito obrigado...

Um tapinha não dói...
Eu falo pra você...
Segura esse chifre quero ver tu se foder!
Segura esse chifre quero ver tu se foder!

Segura esse chifre quero ver tu se foder!
Segura esse chifre...

Eu lavava passava.
Eu lavava passava...
tu não dava valor.
tù não dava valor..
agora que eu sou puta você quer falar de amor!

agora que eu sou puta voce quer falar de amor!
agora que eu sou puta.",gaiola-das-popozudas,funk_carioca
0,Beijinho no Ombro,"Desejo a todas inimigas vida longa
Pra que elas vejam cada dia mais nossa vitória
Bateu de frente é só tiro, porrada e bomba
Aqui dois papos não se cria e não faz história

Acredito em Deus faço ele de escudo
Late mais alto que daqui eu não te escuto
Do camarote quase não dá pra te ver
Tá rachando a cara, tá querendo aparecer

Não sou covarde, já tô pronta pro combate
Keep Calm e deixa de recalque
O meu sensor de periguete explodiu
Pega sua Inveja e vai pra… (Rala sua Mandada)

Beijinho no ombro pro recalque passar longe
Beijinho no ombro só pras invejosas de plantão
Beijinho no ombro só quem fecha com o bonde
Beijinho no ombro só quem tem disposição

Desejo a todas inimigas vida longa
Pra que elas vejam cada dia mais nossa vitória
Bateu de frente é só tiro, porrada e bomba
Aqui dois papos não se cria e não faz história

Acredito em Deus faço ele de escudo
Late mais alto que daqui eu não te escuto
Do camarote quase não dá pra te ver
Tá rachando a cara, tá querendo aparecer

Não sou covarde, já tô pronta pro combate
Keep Calm e deixa de recalque
O meu sensor de periguete explodiu
Pega sua Inveja e vai pra… (Rala sua Mandada)

Beijinho no ombro pro recalque passar longe
Beijinho no ombro só pras invejosas de plantão
Beijinho no ombro só quem fecha com o bonde
Beijinho no ombro só quem tem disposição",gaiola-das-popozudas,funk_carioca
0,Quero te Dar,"Amor, Tá difícil de controlar
Há mais de uma semana
Que eu tento me segurar
Eu sei que você é casado
Como é que eu vou te explicar?
Essa vontade louca
Muito louca
Eu posso falar?

Quero te dar!
Quero te da da da da da da da da da
Quero te dar, quero te dar
da da da da da da da

Meu nome é Valeska
E o apelido é Quero Dar
da da da da da da da da

Ai que vontade louca
Ai que vontade louca
Ai que vontade louca
difícil de controlar

Ai que vontade louca
Ai que vontade louca
Ai que vontade louca
difícil de controlar

tô doidinha pra te dar
da da da da da da da da da
tô doidinha pra te dar
da da da da da da da da da
tô doidinha pra te dar

Quero te dar beijinho, vem cá, vem cá, vem cá

Quero te dar, te dar, te dar

Posso falar?
Quero te dar
Quero te dar, te dar, te dar

Meu nome é Valeska
E o apelido é Quero Dar
da da da da da da da da

Ai que vontade louca
Ai que vontade louca
Ai que vontade louca
difícil de controlar

Quero te dar beijinho, vem cá, vem cá, vem cá
Quero te dar beijinho, vem cá, vem cá, vem cá

Quero te dar, te dar, te dar.",gaiola-das-popozudas,funk_carioca
0,Traz a Bebida Que Pisca,"Grey goose... (4x)

Mozão, traz aquela bebida?
Aquela que pisca...
Eu quero a que pisca, pisca,
Pisca, pisca, pisca, pisca!

Traz a bebida que pisca! (3x)

Se levantar a garrafa,
A minha buceta pisca,
Pisca, pisca, pisca, pisca,
Pisca, pisca, pisca, pisca,
Pisca, pisca, pisca, pisca,
Pisca, pisca, pisca, pisca,
Pisca, pisca, pisca, pisca,
Pisca, pisca, pisca, pisca...

Você porta o malote
E isso me excita.
Levanta a garrafa,
Que minha buceta pisca,
Pisca, pisca, pisca, pisca,
Pisca, pisca, pisca, pisca,
Pisca, pisca, pisca, pisca,
Que a minha buceta pisca,
Pisca, pisca, pisca, pisca,
Pisca, pisca, pisca, pisca,
Pisca, pisca, pisca.

Eu to no camarote
Com a minha amiguinha,
Se levantar a garrafa
Eu tiro a minha calcinha.
Se levantar a garrafa,
Eu rodo a minha calcinha.

Eu rodo, rodo, rodo, rodo,
Rodo a minha calcinha (3x)

Levanta a bebida que pisca! (grey goose) (3x)

Se levantar a garrafa,
A minha buceta pisca,
Pisca, pisca, pisca, pisca,
Pisca, pisca, pisca, pisca,
Pisca, pisca, pisca, pisca,
Pisca, pisca, pisca, pisca,
Pisca, pisca, pisca, pisca,
Pisca, pisca, pisca, pisca...

Mozão, traz a bebida que pisca,
Pisca, pisca, pisca, pisca,
Pisca, pisca, pisca, pisca,
Pisca, pisca.


By: ana",gaiola-das-popozudas,funk_carioca
0,Agora eu sou piranha,"Eu vou pro baile sem calcinha
agora eu sou piranha e ninguém vai me
segurar!
Daquele jeito

Eu vou pro baile procurar o meu negão
Vou subir no palco  ao som do  tamborzão
Sou cachorrona mesmo e late que eu vou passar
Agora eu sou piranha e ninguém vai me segurar 
dj aumenta o som!

No local do trepa-trepa eu esculacho a tua mina
No complexo  no mirante ou no muro da esquina
Na primeira tu já cansa eu não vou falar de novo
Aí que piroca boa bota tudo até o ovo

Gaiola das popozudas agora vai falar pra tu
Se elas brincam com a xereca eu te dou um chá de cu!

Eu queria andar na linha tu não me deu valor 
Agora eu sento soco soco faço até filme porno
Gaiola das popozudas agora vai falar pra tu
Se elas brincam com a xereca eu te dou um chá de cu!",gaiola-das-popozudas,funk_carioca
0,My Pussy é o Poder,"Na cama faço de tudo
Sou eu que te dou prazer
Sou profissional do sexo
E vou te mostrar por que

Minha buceta é o poder
Minha buceta é o poder

Mulher burra fica pobre
Mass eu vou te dizer
Se for inteligente pode até enriquecer

Minha buceta é o poder
Minha buceta é o poder

Por ela o homem chora
Por ela o homem gasta
Por ela o homem mata
Por ela o homem enlouquece

Dá carro, apartamento, jóias, roupas e mansão
Coloca silicone
E faz lipoaspiração
Implante no cabelo com rostinho de atriz
Aumenta a sua bunda pra você ficar feliz

Você que não conhece eu apresento pra você
Sabe de quem tô falando?

Minha buceta é o poder
Minha buceta é o poder

Mulher burra fica pobre
Mas eu vou te dizer
Se for inteligente pode até enriquecer

Minha buceta é o poder

Rasta no chão, rasta no chão, rasta que rasta que rasta...

Por ela o homem chora
Por ela o homem gasta
Por ela o homem mata
Por ela o homem enlouquece

Dá carro, apartamento, jóias, roupas e mansão
Coloca silicone
E faz lipoaspiração
Implante no cabelo com rostinho de atriz
Aumenta a sua bunda pra você ficar feliz

Você que não conhece eu apresento pra você
Sabe de quem tô falando?

Minha buceta é o poder
Minha buceta é o poder

Mulher burra fica pobre
Mas eu vou te dizer
Se for inteligente pode até enriquecer

Minha buceta é o poder
Minha buceta é o poder

Rasta no chão, rasta no chão, 
rasta que rasta que rasta que rasta no chão...",gaiola-das-popozudas,funk_carioca
0,Larguei Meu Marido (proibidão),"Só me dava porrada!!! 
E partia pra farra!!!
Eu ficava sozinha,esperando você
Eu gritava e chorava que nem uma maluca...
Valeu muito obrigado mas agora eu virei puta!!!

Valeu muito obrigado mas agora eu virei puta!!!
Valeu muito obrigado-gado-gado...

se-se-se-se-se-se-se-se uma tapinha não doi..
eu-eu-eu-eu-eu-eu-eu-eu falo pra você...
segura esse chifre quero ver tu se fuder!!
segura esse chifre quero ver tu se fuder!!

segura esse chifre quero ver tu se fuder!!
segura esse chifre-chifre-chifre...

Eu lavava passava!!!
Eu lavava passava...
tù não dava valor!!
tù não dava valor..
agora que eu sou puta você quer falar de amor!!!
agora que eu sou puta você quer falar de amor!!!
ago-agora que eu sou puta-puta-puta...

so-so-so-so-so-so-so-so me-so me dava porrada!!!
e partia pra farra!!!
eu fikava sozinha esperando você..
eu gritava e chorava que nem uma maluca!!!
valeu muito obrigado mas agora eu virei puta!!
Valeu muito obrigado mas agora eu virei puta!!!

Valeu muito obrigado mas agora eu virei puta!!!
Valeu muito obrigado-gado-gado...

se-se-se-se-se-se-se-se uma tapinha não doi..
eu-eu-eu-eu-eu-eu-eu-eu falo pra você...
segura esse chifre quero ver tu se fuder!!
segura esse chifre quero ver tu se fuder!!

segura esse chifre quero ver tu se fuder!!
segura esse chifre-chifre-chifre...

Eu lavava passava!!!
Eu lavava passava...
tù não dava valor!!
tù não dava valor..
agora que eu sou puta você quer falar de amor!!!

agora que eu sou puta você quer falar de amor!!!
ago-agorra não adianta-anta-anta...",gaiola-das-popozudas,funk_carioca
0,Comece A Me Chupar,"Comece a me chupar
Metendo pra lá e pra cá

Comece a me chupar [2x]
Depois come o meu cuzinho
Só pra me fazer gozar
Comece a me chupar [2x]
Depois come o meu cuzinho
Só pra me fazer gozar

E vai chupando, e vai chupando,
e vai chupando, vai chupando, vai chupando, chupando,
chupa gostoso!
E vai chupando, e vai chupando,
e vai chupando, vai chupando, vai chupando, chupando,
chup.. que isso!

Agora para! E vai metendo..
E vai metendo, vai metendo, vai metendo e vai metendo,
mete gostoso!
Agora para! E vai metendo..
E vai metendo, vai metendo, vai metendo e vai metendo,
vai metendo!

Eu já tô louca, não tô mais aguentado
Esse cara é pirocudo, ele tá é me rasgando
Eu já tô louca, não tô mais aguentado
Esse cara é pirocudo, ele tá é me rasgando",gaiola-das-popozudas,funk_carioca
0,A Foda Tá Liberada,"Acenda a luz vermelha
Acenda, acenda a luz vermelha
Acenda a luz vermelha

(DJ)
Hoje aqui, whisky, energético, champagne e o melhor de tudo: 

""A Foda Tá Liberada""

Ei, ei, ei, ei, ei
A foda tá liberada
(3x)

Aqui no baile funk
O DJ tá tocando
E começa a cachorrada
Aqui no baile funk
O DJ tá tocando
E começa a cachorrada

Chama ele, chama ela, chama o Rei da madrugada (2x)

Aqui no baile funk:
""A Foda Tá Liberada"" (DJ)

Ei, ei, ei, ei, ei
A foda tá liberada
(3x)

Aqui no baile funk
Acenda a luz vermelha
Que eu te mostro uma parada
Amiga com amiga
Amante com a namorada
Amiga com amiga
Amante com a namorada
Liberar a porra toda
""A Foda Tá Liberada"" (DJ)

Ei, ei, ei, ei, ei
A foda tá liberada
(3x)

Aqui no baile funk
O DJ tá tocando
E começa a cachorrada
Aqui no baile funk
O DJ tá tocando
E começa a cachorrada


Letra enviada por marcocalil.",gaiola-das-popozudas,funk_carioca
